"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
719216606,"Octopus vulgaris","Cuvier, 1797","2001-04-09 12:00:00",3.0417,39.1993,"COB - IEO","BALAR","14356","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,54,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"1279.73",,,,,,,,,,"Animalia",,,,,,,,"54","54","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:14356",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2001"
719216614,"Octopus vulgaris","Cuvier, 1797","2002-05-03 12:00:00",2.5980000000000003,39.4854,"COB - IEO","BALAR","10847","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,44,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"1103.54",,,,,,,,,,"Animalia",,,,,,,,"44","44","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:10847",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2002"
719216764,"Octopus vulgaris","Cuvier, 1797","2001-09-25 12:00:00",4.1393,39.8358,"COB - IEO","BALAR","24144","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,63,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"1117.73",,,,,,,,,,"Animalia",,,,,,,,"63","63","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:24144",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2001"
719216789,"Octopus vulgaris","Cuvier, 1797","2006-06-21 12:00:00",2.9351,39.2546,"COB - IEO","BALAR","32586","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,73,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"756.28",,,,,,,,,,"Animalia",,,,,,,,"73","73","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:32586",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2006"
719216815,"Octopus vulgaris","Cuvier, 1797","2001-04-16 12:00:00",3.5587,39.8518,"COB - IEO","BALAR","14802","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,70,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"760.68",,,,,,,,,,"Animalia",,,,,,,,"70","70","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:14802",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2001"
719216838,"Octopus vulgaris","Cuvier, 1797","2001-09-30 12:00:00",3.5728,39.7341,"COB - IEO","BALAR","24593","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,59,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"1124.23",,,,,,,,,,"Animalia",,,,,,,,"59","59","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:24593",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2001"
719216869,"Octopus vulgaris","Cuvier, 1797","2002-05-25 12:00:00",2.9865,39.2299,"COB - IEO","BALAR","13327","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,57,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"1694.8",,,,,,,,,,"Animalia",,,,,,,,"57","57","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:13327",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2002"
719216888,"Octopus vulgaris","Cuvier, 1797","2001-09-21 12:00:00",3.0353,39.1912,"COB - IEO","BALAR","23726","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,52,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"931.26",,,,,,,,,,"Animalia",,,,,,,,"52","52","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:23726",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2001"
719216893,"Octopus vulgaris","Cuvier, 1797","2005-06-30 12:00:00",3.7559,39.9495,"COB - IEO","BALAR","26739","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,54,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"1128.84",,,,,,,,,,"Animalia",,,,,,,,"54","54","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:26739",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2005"
719216901,"Octopus vulgaris","Cuvier, 1797","2006-05-26 12:00:00",2.5980000000000003,39.4854,"COB - IEO","BALAR","30133","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,47,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"1704.38",,,,,,,,,,"Animalia",,,,,,,,"47","47","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:30133",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2006"
719216949,"Octopus vulgaris","Cuvier, 1797","2004-04-21 12:00:00",2.5980000000000003,39.4854,"COB - IEO","BALAR","15310","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,45,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"764.85",,,,,,,,,,"Animalia",,,,,,,,"45","45","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:15310",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2004"
719217043,"Octopus vulgaris","Cuvier, 1797","2006-06-18 12:00:00",4.1944,39.8173,"COB - IEO","BALAR","32113","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,59,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"3586.28",,,,,,,,,,"Animalia",,,,,,,,"59","59","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:32113",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2006"
719217049,"Octopus vulgaris","Cuvier, 1797","2006-06-20 12:00:00",3.5156,39.5221,"COB - IEO","BALAR","32481","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,77,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"775.04",,,,,,,,,,"Animalia",,,,,,,,"77","77","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:32481",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2006"
719217051,"Octopus vulgaris","Cuvier, 1797","2001-09-24 12:00:00",4.3089,40.0157,"COB - IEO","BALAR","24025","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,70,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"775.14",,,,,,,,,,"Animalia",,,,,,,,"70","70","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:24025",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2001"
719217441,"Octopus vulgaris","Cuvier, 1797","2002-05-12 12:00:00",3.7559,39.9495,"COB - IEO","BALAR","11710","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,54,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"1440.46",,,,,,,,,,"Animalia",,,,,,,,"54","54","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:11710",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2002"
719217572,"Octopus vulgaris","Cuvier, 1797","2005-06-30 12:00:00",3.4147,39.9859,"COB - IEO","BALAR","26663","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,140,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"40.62",,,,,,,,,,"Animalia",,,,,,,,"140","140","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:26663",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2005"
719217589,"Octopus vulgaris","Cuvier, 1797","2006-06-16 12:00:00",3.4817,39.9495,"COB - IEO","BALAR","31838","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,141,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"40.65",,,,,,,,,,"Animalia",,,,,,,,"141","141","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:31838",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2006"
719217679,"Octopus vulgaris","Cuvier, 1797","2006-06-15 12:00:00",3.5332,40.0085,"COB - IEO","BALAR","31684","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,151,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"21.51",,,,,,,,,,"Animalia",,,,,,,,"151","151","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:31684",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2534,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2006"
719280613,"Octopus vulgaris","Cuvier, 1797","2005-09-29 12:00:00",2.8895,39.2593,"COB - IEO","MIGJORN","29439","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,84,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"29.27",,,,,,,,,,"Animalia",,,,,,,,"84","84","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:29439",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2005"
719281115,"Octopus vulgaris","Cuvier, 1797","2004-10-15 12:00:00",3.6127,39.672,"COB - IEO","MIGJORN","18927","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,72,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"93.75",,,,,,,,,,"Animalia",,,,,,,,"72","72","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:18927",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2004"
719281178,"Octopus vulgaris","Cuvier, 1797","2004-10-12 12:00:00",2.8492,39.2442,"COB - IEO","MIGJORN","18459","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,97,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"53.93",,,,,,,,,,"Animalia",,,,,,,,"97","97","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:18459",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2004"
719281449,"Octopus vulgaris","Cuvier, 1797","2005-09-28 12:00:00",2.7394,39.2725,"COB - IEO","MIGJORN","29018","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,69,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"246.1",,,,,,,,,,"Animalia",,,,,,,,"69","69","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:29018",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2005"
719281481,"Octopus vulgaris","Cuvier, 1797","2004-10-13 12:00:00",3.0393,39.1945,"COB - IEO","MIGJORN","18506","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,50,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"209.57",,,,,,,,,,"Animalia",,,,,,,,"50","50","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:18506",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2004"
719281485,"Octopus vulgaris","Cuvier, 1797","2005-09-29 12:00:00",2.7752,39.286,"COB - IEO","MIGJORN","29241","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,70,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"224.42",,,,,,,,,,"Animalia",,,,,,,,"70","70","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:29241",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2005"
719281549,"Octopus vulgaris","Cuvier, 1797","2004-10-19 12:00:00",3.1212,39.2945,"COB - IEO","MIGJORN","20048","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,36,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"115.56",,,,,,,,,,"Animalia",,,,,,,,"36","36","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:20048",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2004"
719281557,"Octopus vulgaris","Cuvier, 1797","2004-10-16 12:00:00",3.3223,39.3967,"COB - IEO","MIGJORN","19356","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,60,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"284.12",,,,,,,,,,"Animalia",,,,,,,,"60","60","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:19356",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2004"
719281565,"Octopus vulgaris","Cuvier, 1797","2005-09-23 12:00:00",2.9351,39.2546,"COB - IEO","MIGJORN","27680","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,70,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"284.68",,,,,,,,,,"Animalia",,,,,,,,"70","70","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:27680",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2005"
719281645,"Octopus vulgaris","Cuvier, 1797","2005-10-01 12:00:00",3.0376,39.1928,"COB - IEO","MIGJORN","29830","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,51,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"321.17",,,,,,,,,,"Animalia",,,,,,,,"51","51","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:29830",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2005"
719281664,"Octopus vulgaris","Cuvier, 1797","2004-10-17 12:00:00",2.9771,39.2557,"COB - IEO","MIGJORN","19507","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Cephalopoda",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3053",,52,,"SampleSize=ind. / km²;",,,,,"Octopodidae",,,,,,"Octopus","EPSG:4326",,,,,,,,,,"491.2",,,,,,,,,,"Animalia",,,,,,,,"52","52","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:MIGJORN:19507",,"present","Octopoda",,,,,,"Mollusca",1073183871,,,,,2489,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2004"
